"Tabela 6579 - População residente estimada"
"Município","Ano","Variável"
"Município","Ano","População residente estimada (Pessoas)"
"Alto Longá (PI)","2018","14268"
"Altos (PI)","2018","40440"
"Alvorada do Gurguéia (PI)","2018","5392"
"Amarante (PI)","2018","17592"
"Angical do Piauí (PI)","2018","6792"
"Anísio de Abreu (PI)","2018","9818"
"Antônio Almeida (PI)","2018","3158"
"Aroazes (PI)","2018","5844"
"Aroeiras do Itaim (PI)","2018","2551"
"Arraial (PI)","2018","4735"
"Assunção do Piauí (PI)","2018","7828"
"Avelino Lopes (PI)","2018","11252"
"Baixa Grande do Ribeiro (PI)","2018","11497"
"Barra D'Alcântara (PI)","2018","3950"
"Barras (PI)","2018","46941"
"Barreiras do Piauí (PI)","2018","3344"
"Barro Duro (PI)","2018","7038"
"Batalha (PI)","2018","26806"
"Bela Vista do Piauí (PI)","2018","3999"
"Belém do Piauí (PI)","2018","3544"
"Beneditinos (PI)","2018","10462"
"Bertolínia (PI)","2018","5495"
"Betânia do Piauí (PI)","2018","6200"
"Boa Hora (PI)","2018","6744"
"Bocaina (PI)","2018","4496"
"Bom Jesus (PI)","2018","24960"
"Bom Princípio do Piauí (PI)","2018","5608"
"Bonfim do Piauí (PI)","2018","5654"
"Boqueirão do Piauí (PI)","2018","6388"
"Brasileira (PI)","2018","8310"
"Brejo do Piauí (PI)","2018","3902"
"Buriti dos Lopes (PI)","2018","19754"
"Buriti dos Montes (PI)","2018","8223"
"Cabeceiras do Piauí (PI)","2018","10540"
"Cajazeiras do Piauí (PI)","2018","3544"
"Cajueiro da Praia (PI)","2018","7608"
"Caldeirão Grande do Piauí (PI)","2018","5770"
"Campinas do Piauí (PI)","2018","5603"
"Campo Alegre do Fidalgo (PI)","2018","5019"
"Campo Grande do Piauí (PI)","2018","5919"
"Campo Largo do Piauí (PI)","2018","7245"
"Campo Maior (PI)","2018","46770"
"Canavieira (PI)","2018","3957"
"Canto do Buriti (PI)","2018","21112"
"Capitão de Campos (PI)","2018","11388"
"Capitão Gervásio Oliveira (PI)","2018","4086"
"Caracol (PI)","2018","10866"
"Caraúbas do Piauí (PI)","2018","5845"
"Caridade do Piauí (PI)","2018","5049"
"Castelo do Piauí (PI)","2018","19715"
"Caxingó (PI)","2018","5395"
"Cocal (PI)","2018","27725"
"Cocal de Telha (PI)","2018","4881"
"Cocal dos Alves (PI)","2018","6140"
"Coivaras (PI)","2018","4007"
"Colônia do Gurguéia (PI)","2018","6451"
"Colônia do Piauí (PI)","2018","7651"
"Conceição do Canindé (PI)","2018","4798"
"Coronel José Dias (PI)","2018","4678"
"Corrente (PI)","2018","26575"
"Cristalândia do Piauí (PI)","2018","8264"
"Cristino Castro (PI)","2018","10401"
"Curimatá (PI)","2018","11348"
"Currais (PI)","2018","4939"
"Curralinhos (PI)","2018","4425"
"Curral Novo do Piauí (PI)","2018","5316"
"Demerval Lobão (PI)","2018","13793"
"Dirceu Arcoverde (PI)","2018","6992"
"Dom Expedito Lopes (PI)","2018","6884"
"Domingos Mourão (PI)","2018","4356"
"Dom Inocêncio (PI)","2018","9546"
"Elesbão Veloso (PI)","2018","14630"
"Eliseu Martins (PI)","2018","4900"
"Esperantina (PI)","2018","39621"
"Fartura do Piauí (PI)","2018","5295"
"Flores do Piauí (PI)","2018","4464"
"Floresta do Piauí (PI)","2018","2556"
"Floriano (PI)","2018","59840"
"Francinópolis (PI)","2018","5349"
"Francisco Ayres (PI)","2018","4373"
"Francisco Macedo (PI)","2018","3166"
"Francisco Santos (PI)","2018","9262"
"Fronteiras (PI)","2018","11590"
"Geminiano (PI)","2018","5424"
"Gilbués (PI)","2018","10686"
"Guadalupe (PI)","2018","10500"
"Guaribas (PI)","2018","4556"
"Hugo Napoleão (PI)","2018","3875"
"Ilha Grande (PI)","2018","9394"
"Inhuma (PI)","2018","15296"
"Ipiranga do Piauí (PI)","2018","9782"
"Isaías Coelho (PI)","2018","8551"
"Itainópolis (PI)","2018","11507"
"Itaueira (PI)","2018","11010"
"Jacobina do Piauí (PI)","2018","5753"
"Jaicós (PI)","2018","19035"
"Jardim do Mulato (PI)","2018","4494"
"Jatobá do Piauí (PI)","2018","4855"
"Jerumenha (PI)","2018","4457"
"João Costa (PI)","2018","3010"
"Joaquim Pires (PI)","2018","14332"
"Joca Marques (PI)","2018","5419"
"José de Freitas (PI)","2018","39072"
"Juazeiro do Piauí (PI)","2018","5472"
"Júlio Borges (PI)","2018","5614"
"Jurema (PI)","2018","4748"
"Lagoinha do Piauí (PI)","2018","2831"
"Lagoa Alegre (PI)","2018","8504"
"Lagoa do Barro do Piauí (PI)","2018","4653"
"Lagoa de São Francisco (PI)","2018","6738"
"Lagoa do Piauí (PI)","2018","4052"
"Lagoa do Sítio (PI)","2018","5154"
"Landri Sales (PI)","2018","5307"
"Luís Correia (PI)","2018","30177"
"Luzilândia (PI)","2018","25467"
"Madeiro (PI)","2018","8276"
"Manoel Emídio (PI)","2018","5348"
"Marcolândia (PI)","2018","8439"
"Marcos Parente (PI)","2018","4550"
"Massapê do Piauí (PI)","2018","6434"
"Matias Olímpio (PI)","2018","10913"
"Miguel Alves (PI)","2018","33684"
"Miguel Leão (PI)","2018","1250"
"Milton Brandão (PI)","2018","6617"
"Monsenhor Gil (PI)","2018","10565"
"Monsenhor Hipólito (PI)","2018","7729"
"Monte Alegre do Piauí (PI)","2018","10611"
"Morro Cabeça no Tempo (PI)","2018","4533"
"Morro do Chapéu do Piauí (PI)","2018","6781"
"Murici dos Portelas (PI)","2018","9105"
"Nazaré do Piauí (PI)","2018","7356"
"Nazária (PI)","2018","8536"
"Nossa Senhora de Nazaré (PI)","2018","4847"
"Nossa Senhora dos Remédios (PI)","2018","8661"
"Novo Oriente do Piauí (PI)","2018","6575"
"Novo Santo Antônio (PI)","2018","2979"
"Oeiras (PI)","2018","36971"
"Olho D'Água do Piauí (PI)","2018","2449"
"Padre Marcos (PI)","2018","6862"
"Paes Landim (PI)","2018","4132"
"Pajeú do Piauí (PI)","2018","3375"
"Palmeira do Piauí (PI)","2018","5051"
"Palmeirais (PI)","2018","14488"
"Paquetá (PI)","2018","3953"
"Parnaguá (PI)","2018","10762"
"Parnaíba (PI)","2018","152653"
"Passagem Franca do Piauí (PI)","2018","4302"
"Patos do Piauí (PI)","2018","6377"
"Pau D'Arco do Piauí (PI)","2018","4023"
"Paulistana (PI)","2018","20490"
"Pavussu (PI)","2018","3685"
"Pedro II (PI)","2018","38704"
"Pedro Laurentino (PI)","2018","2529"
"Nova Santa Rita (PI)","2018","4365"
"Picos (PI)","2018","78002"
"Pimenteiras (PI)","2018","12115"
"Pio IX (PI)","2018","18389"
"Piracuruca (PI)","2018","28703"
"Piripiri (PI)","2018","63694"
"Porto (PI)","2018","12526"
"Porto Alegre do Piauí (PI)","2018","2700"
"Prata do Piauí (PI)","2018","3153"
"Queimada Nova (PI)","2018","8966"
"Redenção do Gurguéia (PI)","2018","8758"
"Regeneração (PI)","2018","17978"
"Riacho Frio (PI)","2018","4316"
"Ribeira do Piauí (PI)","2018","4464"
"Ribeiro Gonçalves (PI)","2018","7305"
"Rio Grande do Piauí (PI)","2018","6431"
"Santa Cruz do Piauí (PI)","2018","6232"
"Santa Cruz dos Milagres (PI)","2018","4004"
"Santa Filomena (PI)","2018","6252"
"Santa Luz (PI)","2018","5836"
"Santana do Piauí (PI)","2018","4625"
"Santa Rosa do Piauí (PI)","2018","5258"
"Santo Antônio de Lisboa (PI)","2018","6388"
"Santo Antônio dos Milagres (PI)","2018","2155"
"Santo Inácio do Piauí (PI)","2018","3785"
"São Braz do Piauí (PI)","2018","4444"
"São Félix do Piauí (PI)","2018","2954"
"São Francisco de Assis do Piauí (PI)","2018","5731"
"São Francisco do Piauí (PI)","2018","6425"
"São Gonçalo do Gurguéia (PI)","2018","3025"
"São Gonçalo do Piauí (PI)","2018","4999"
"São João da Canabrava (PI)","2018","4602"
"São João da Fronteira (PI)","2018","6019"
"São João da Serra (PI)","2018","6157"
"São João da Varjota (PI)","2018","4832"
"São João do Arraial (PI)","2018","7937"
"São João do Piauí (PI)","2018","20537"
"São José do Divino (PI)","2018","5338"
"São José do Peixe (PI)","2018","3750"
"São José do Piauí (PI)","2018","6710"
"São Julião (PI)","2018","6353"
"São Lourenço do Piauí (PI)","2018","4568"
"São Luis do Piauí (PI)","2018","2642"
"São Miguel da Baixa Grande (PI)","2018","2449"
"São Miguel do Fidalgo (PI)","2018","3040"
"São Miguel do Tapuio (PI)","2018","17686"
"São Pedro do Piauí (PI)","2018","14255"
"São Raimundo Nonato (PI)","2018","34535"
"Sebastião Barros (PI)","2018","3488"
"Sebastião Leal (PI)","2018","4286"
"Sigefredo Pacheco (PI)","2018","10024"
"Simões (PI)","2018","14615"
"Simplício Mendes (PI)","2018","12663"
"Socorro do Piauí (PI)","2018","4576"
"Sussuapara (PI)","2018","6692"
"Tamboril do Piauí (PI)","2018","2908"
"Tanque do Piauí (PI)","2018","2756"
"Teresina (PI)","2018","861442"
"União (PI)","2018","44396"
"Uruçuí (PI)","2018","21457"
"Valença do Piauí (PI)","2018","20906"
"Várzea Branca (PI)","2018","4956"
"Várzea Grande (PI)","2018","4397"
"Vera Mendes (PI)","2018","3075"
"Vila Nova do Piauí (PI)","2018","2990"
"Wall Ferraz (PI)","2018","4454"
"Abaiara (CE)","2018","11663"
"Acarape (CE)","2018","15399"
"Acaraú (CE)","2018","62557"
"Acopiara (CE)","2018","53931"
"Aiuaba (CE)","2018","17303"
"Alcântaras (CE)","2018","11529"
"Altaneira (CE)","2018","7521"
"Alto Santo (CE)","2018","17096"
"Amontada (CE)","2018","43131"
"Antonina do Norte (CE)","2018","7328"
"Apuiarés (CE)","2018","14814"
"Aquiraz (CE)","2018","79563"
"Aracati (CE)","2018","74084"
"Aracoiaba (CE)","2018","26437"
"Ararendá (CE)","2018","10901"
"Araripe (CE)","2018","21550"
"Aratuba (CE)","2018","11346"
"Arneiroz (CE)","2018","7836"
"Assaré (CE)","2018","23417"
"Aurora (CE)","2018","24699"
"Baixio (CE)","2018","6272"
"Banabuiú (CE)","2018","18151"
"Barbalha (CE)","2018","60155"
"Barreira (CE)","2018","22362"
"Barro (CE)","2018","22593"
"Barroquinha (CE)","2018","14989"
"Baturité (CE)","2018","35575"
"Beberibe (CE)","2018","53421"
"Bela Cruz (CE)","2018","32593"
"Boa Viagem (CE)","2018","54440"
"Brejo Santo (CE)","2018","49109"
"Camocim (CE)","2018","63408"
"Campos Sales (CE)","2018","27409"
"Canindé (CE)","2018","78049"
"Capistrano (CE)","2018","17793"
"Caridade (CE)","2018","22427"
"Cariré (CE)","2018","18802"
"Caririaçu (CE)","2018","27095"
"Cariús (CE)","2018","18950"
"Carnaubal (CE)","2018","17747"
"Cascavel (CE)","2018","71499"
"Catarina (CE)","2018","20562"
"Catunda (CE)","2018","10437"
"Caucaia (CE)","2018","363982"
"Cedro (CE)","2018","25249"
"Chaval (CE)","2018","13047"
"Choró (CE)","2018","13476"
"Chorozinho (CE)","2018","19345"
"Coreaú (CE)","2018","23258"
"Crateús (CE)","2018","74982"
"Crato (CE)","2018","131372"
"Croatá (CE)","2018","17994"
"Cruz (CE)","2018","24131"
"Deputado Irapuan Pinheiro (CE)","2018","9585"
"Ererê (CE)","2018","7211"
"Eusébio (CE)","2018","52880"
"Farias Brito (CE)","2018","18882"
"Forquilha (CE)","2018","24169"
"Fortaleza (CE)","2018","2643247"
"Fortim (CE)","2018","16357"
"Frecheirinha (CE)","2018","13758"
"General Sampaio (CE)","2018","6956"
"Graça (CE)","2018","15423"
"Granja (CE)","2018","54729"
"Granjeiro (CE)","2018","4469"
"Groaíras (CE)","2018","11076"
"Guaiúba (CE)","2018","26472"
"Guaraciaba do Norte (CE)","2018","39713"
"Guaramiranga (CE)","2018","3595"
"Hidrolândia (CE)","2018","20352"
"Horizonte (CE)","2018","66114"
"Ibaretama (CE)","2018","13317"
"Ibiapina (CE)","2018","24995"
"Ibicuitinga (CE)","2018","12419"
"Icapuí (CE)","2018","19804"
"Icó (CE)","2018","67972"
"Iguatu (CE)","2018","103255"
"Independência (CE)","2018","26168"
"Ipaporanga (CE)","2018","11587"
"Ipaumirim (CE)","2018","12439"
"Ipu (CE)","2018","41873"
"Ipueiras (CE)","2018","38205"
"Iracema (CE)","2018","14227"
"Irauçuba (CE)","2018","24003"
"Itaiçaba (CE)","2018","7787"
"Itaitinga (CE)","2018","39518"
"Itapajé (CE)","2018","52240"
"Itapipoca (CE)","2018","128135"
"Itapiúna (CE)","2018","20133"
"Itarema (CE)","2018","41445"
"Itatira (CE)","2018","20786"
"Jaguaretama (CE)","2018","18102"
"Jaguaribara (CE)","2018","11359"
"Jaguaribe (CE)","2018","34729"
"Jaguaruana (CE)","2018","33967"
"Jardim (CE)","2018","27284"
"Jati (CE)","2018","7902"
"Jijoca de Jericoacoara (CE)","2018","19587"
"Juazeiro do Norte (CE)","2018","271926"
"Jucás (CE)","2018","24773"
"Lavras da Mangabeira (CE)","2018","31584"
"Limoeiro do Norte (CE)","2018","59278"
"Madalena (CE)","2018","19906"
"Maracanaú (CE)","2018","226128"
"Maranguape (CE)","2018","127098"
"Marco (CE)","2018","27127"
"Martinópole (CE)","2018","11143"
"Massapê (CE)","2018","38424"
"Mauriti (CE)","2018","46854"
"Meruoca (CE)","2018","15030"
"Milagres (CE)","2018","28466"
"Milhã (CE)","2018","13241"
"Miraíma (CE)","2018","13669"
"Missão Velha (CE)","2018","35662"
"Mombaça (CE)","2018","44060"
"Monsenhor Tabosa (CE)","2018","17167"
"Morada Nova (CE)","2018","62069"
"Moraújo (CE)","2018","8689"
"Morrinhos (CE)","2018","22354"
"Mucambo (CE)","2018","14485"
"Mulungu (CE)","2018","12892"
"Nova Olinda (CE)","2018","15520"
"Nova Russas (CE)","2018","32262"
"Novo Oriente (CE)","2018","28557"
"Ocara (CE)","2018","25557"
"Orós (CE)","2018","21471"
"Pacajus (CE)","2018","71193"
"Pacatuba (CE)","2018","83157"
"Pacoti (CE)","2018","12046"
"Pacujá (CE)","2018","6246"
"Palhano (CE)","2018","9348"
"Palmácia (CE)","2018","13214"
"Paracuru (CE)","2018","34097"
"Paraipaba (CE)","2018","32700"
"Parambu (CE)","2018","31398"
"Paramoti (CE)","2018","11664"
"Pedra Branca (CE)","2018","43160"
"Penaforte (CE)","2018","9010"
"Pentecoste (CE)","2018","37326"
"Pereiro (CE)","2018","16281"
"Pindoretama (CE)","2018","20748"
"Piquet Carneiro (CE)","2018","16827"
"Pires Ferreira (CE)","2018","10853"
"Poranga (CE)","2018","12334"
"Porteiras (CE)","2018","15047"
"Potengi (CE)","2018","10986"
"Potiretama (CE)","2018","6400"
"Quiterianópolis (CE)","2018","21000"
"Quixadá (CE)","2018","87116"
"Quixelô (CE)","2018","14986"
"Quixeramobim (CE)","2018","79081"
"Quixeré (CE)","2018","22008"
"Redenção (CE)","2018","27633"
"Reriutaba (CE)","2018","18945"
"Russas (CE)","2018","76884"
"Saboeiro (CE)","2018","15808"
"Salitre (CE)","2018","16435"
"Santana do Acaraú (CE)","2018","32216"
"Santana do Cariri (CE)","2018","17622"
"Santa Quitéria (CE)","2018","43695"
"São Benedito (CE)","2018","46949"
"São Gonçalo do Amarante (CE)","2018","48516"
"São João do Jaguaribe (CE)","2018","7691"
"São Luís do Curu (CE)","2018","12938"
"Senador Pompeu (CE)","2018","26664"
"Senador Sá (CE)","2018","7553"
"Sobral (CE)","2018","206644"
"Solonópole (CE)","2018","18291"
"Tabuleiro do Norte (CE)","2018","30695"
"Tamboril (CE)","2018","25731"
"Tarrafas (CE)","2018","8926"
"Tauá (CE)","2018","58517"
"Tejuçuoca (CE)","2018","18998"
"Tianguá (CE)","2018","75140"
"Trairi (CE)","2018","55535"
"Tururu (CE)","2018","16015"
"Ubajara (CE)","2018","34530"
"Umari (CE)","2018","7729"
"Umirim (CE)","2018","19811"
"Uruburetama (CE)","2018","21725"
"Uruoca (CE)","2018","13763"
"Varjota (CE)","2018","18368"
"Várzea Alegre (CE)","2018","40704"
"Viçosa do Ceará (CE)","2018","60355"
"Acari (RN)","2018","11152"
"Açu (RN)","2018","57644"
"Afonso Bezerra (RN)","2018","11041"
"Água Nova (RN)","2018","3230"
"Alexandria (RN)","2018","13602"
"Almino Afonso (RN)","2018","4761"
"Alto do Rodrigues (RN)","2018","14326"
"Angicos (RN)","2018","11724"
"Antônio Martins (RN)","2018","7137"
"Apodi (RN)","2018","35814"
"Areia Branca (RN)","2018","27162"
"Arês (RN)","2018","14192"
"Augusto Severo (RN)","2018","9638"
"Baía Formosa (RN)","2018","9218"
"Baraúna (RN)","2018","27994"
"Barcelona (RN)","2018","4002"
"Bento Fernandes (RN)","2018","5469"
"Bodó (RN)","2018","2250"
"Bom Jesus (RN)","2018","10152"
"Brejinho (RN)","2018","12609"
"Caiçara do Norte (RN)","2018","6537"
"Caiçara do Rio do Vento (RN)","2018","3652"
"Caicó (RN)","2018","67554"
"Campo Redondo (RN)","2018","11142"
"Canguaretama (RN)","2018","33999"
"Caraúbas (RN)","2018","20443"
"Carnaúba dos Dantas (RN)","2018","8119"
"Carnaubais (RN)","2018","10651"
"Ceará-Mirim (RN)","2018","73099"
"Cerro Corá (RN)","2018","11178"
"Coronel Ezequiel (RN)","2018","5508"
"Coronel João Pessoa (RN)","2018","4908"
"Cruzeta (RN)","2018","8014"
"Currais Novos (RN)","2018","44664"
"Doutor Severiano (RN)","2018","7080"
"Parnamirim (RN)","2018","255793"
"Encanto (RN)","2018","5608"
"Equador (RN)","2018","6036"
"Espírito Santo (RN)","2018","10527"
"Extremoz (RN)","2018","28222"
"Felipe Guerra (RN)","2018","5972"
"Fernando Pedroza (RN)","2018","3039"
"Florânia (RN)","2018","9121"
"Francisco Dantas (RN)","2018","2836"
"Frutuoso Gomes (RN)","2018","4095"
"Galinhos (RN)","2018","2726"
"Goianinha (RN)","2018","25980"
"Governador Dix-Sept Rosado (RN)","2018","12997"
"Grossos (RN)","2018","10302"
"Guamaré (RN)","2018","15349"
"Ielmo Marinho (RN)","2018","13628"
"Ipanguaçu (RN)","2018","15354"
"Ipueira (RN)","2018","2228"
"Itajá (RN)","2018","7501"
"Itaú (RN)","2018","5858"
"Jaçanã (RN)","2018","9026"
"Jandaíra (RN)","2018","6863"
"Janduís (RN)","2018","5289"
"Januário Cicco (RN)","2018","10087"
"Japi (RN)","2018","5117"
"Jardim de Angicos (RN)","2018","2617"
"Jardim de Piranhas (RN)","2018","14730"
"Jardim do Seridó (RN)","2018","12395"
"João Câmara (RN)","2018","34747"
"João Dias (RN)","2018","2655"
"José da Penha (RN)","2018","5957"
"Jucurutu (RN)","2018","18274"
"Jundiá (RN)","2018","3873"
"Lagoa d'Anta (RN)","2018","6728"
"Lagoa de Pedras (RN)","2018","7503"
"Lagoa de Velhos (RN)","2018","2731"
"Lagoa Nova (RN)","2018","15477"
"Lagoa Salgada (RN)","2018","8192"
"Lajes (RN)","2018","11208"
"Lajes Pintadas (RN)","2018","4755"
"Lucrécia (RN)","2018","3966"
"Luís Gomes (RN)","2018","10086"
"Macaíba (RN)","2018","79743"
"Macau (RN)","2018","31584"
"Major Sales (RN)","2018","3978"
"Marcelino Vieira (RN)","2018","8358"
"Martins (RN)","2018","8692"
"Maxaranguape (RN)","2018","12194"
"Messias Targino (RN)","2018","4568"
"Montanhas (RN)","2018","11295"
"Monte Alegre (RN)","2018","22239"
"Monte das Gameleiras (RN)","2018","2127"
"Mossoró (RN)","2018","294076"
"Natal (RN)","2018","877640"
"Nísia Floresta (RN)","2018","27260"
"Nova Cruz (RN)","2018","37233"
"Olho d'Água do Borges (RN)","2018","4272"
"Ouro Branco (RN)","2018","4812"
"Paraná (RN)","2018","4232"
"Paraú (RN)","2018","3787"
"Parazinho (RN)","2018","5201"
"Parelhas (RN)","2018","21408"
"Rio do Fogo (RN)","2018","10789"
"Passa e Fica (RN)","2018","13076"
"Passagem (RN)","2018","3075"
"Patu (RN)","2018","12701"
"Santa Maria (RN)","2018","5480"
"Pau dos Ferros (RN)","2018","30183"
"Pedra Grande (RN)","2018","3275"
"Pedra Preta (RN)","2018","2478"
"Pedro Avelino (RN)","2018","6780"
"Pedro Velho (RN)","2018","14767"
"Pendências (RN)","2018","14984"
"Pilões (RN)","2018","3806"
"Poço Branco (RN)","2018","15294"
"Portalegre (RN)","2018","7827"
"Porto do Mangue (RN)","2018","6765"
"Serra Caiada (RN)","2018","10266"
"Pureza (RN)","2018","9516"
"Rafael Fernandes (RN)","2018","5067"
"Rafael Godeiro (RN)","2018","3194"
"Riacho da Cruz (RN)","2018","3543"
"Riacho de Santana (RN)","2018","4209"
"Riachuelo (RN)","2018","8034"
"Rodolfo Fernandes (RN)","2018","4472"
"Tibau (RN)","2018","4071"
"Ruy Barbosa (RN)","2018","3608"
"Santa Cruz (RN)","2018","39355"
"Santana do Matos (RN)","2018","12954"
"Santana do Seridó (RN)","2018","2670"
"Santo Antônio (RN)","2018","23988"
"São Bento do Norte (RN)","2018","2778"
"São Bento do Trairí (RN)","2018","4401"
"São Fernando (RN)","2018","3573"
"São Francisco do Oeste (RN)","2018","4200"
"São Gonçalo do Amarante (RN)","2018","101102"
"São João do Sabugi (RN)","2018","6179"
"São José de Mipibu (RN)","2018","43640"
"São José do Campestre (RN)","2018","12833"
"São José do Seridó (RN)","2018","4602"
"São Miguel (RN)","2018","23380"
"São Miguel do Gostoso (RN)","2018","9531"
"São Paulo do Potengi (RN)","2018","17436"
"São Pedro (RN)","2018","6014"
"São Rafael (RN)","2018","8212"
"São Tomé (RN)","2018","11057"
"São Vicente (RN)","2018","6397"
"Senador Elói de Souza (RN)","2018","6044"
"Senador Georgino Avelino (RN)","2018","4395"
"Serra de São Bento (RN)","2018","5774"
"Serra do Mel (RN)","2018","11790"
"Serra Negra do Norte (RN)","2018","8065"
"Serrinha (RN)","2018","6281"
"Serrinha dos Pintos (RN)","2018","4784"
"Severiano Melo (RN)","2018","2799"
"Sítio Novo (RN)","2018","5481"
"Taboleiro Grande (RN)","2018","2545"
